Date,Price
20121218,3.29
20121217,3.2
20121214,3.15
20121213,3.27
20121212,3.33
20121211,3.39
20121210,3.35
20121207,3.33
20121206,3.48
20121205,3.41
20121204,3.38
20121203,3.44
20121130,3.46
20121129,3.61
20121128,3.71
20121127,3.77
20121126,3.75
20121123,3.59
20121121,3.59
20121120,3.62
20121119,3.63
20121116,3.46
20121115,3.63
20121114,3.66
20121113,3.57
20121112,3.4
20121109,3.33
20121108,3.45
20121107,3.47
20121106,3.41
20121105,3.34
20121102,3.4
20121101,3.5
20121031,3.5
20121030,3.42
20121029,3.4
20121026,3.38
20121025,3.39
20121024,3.43
20121023,3.34
20121022,3.49
20121019,3.43
20121018,3.28
20121017,3.24
20121016,3.27
20121015,3.35
20121012,3.38
20121011,3.28
20121010,3.26
20121009,3.18
20121008,3.18
20121005,3.26
20121004,3.23
20121003,3.21
20121002,3.21
20121001,3.19
20120928,3.08
20120927,3.01
20120926,2.92
20120925,2.84
20120924,2.82
20120921,2.76
20120920,2.76
20120919,2.7
20120918,2.74
20120917,2.83
20120914,2.94
20120913,3.01
20120912,2.96
20120911,2.82
20120910,2.66
20120907,2.73
20120906,2.85
20120905,2.87
20120904,2.81
20120831,2.72
20120830,2.72
20120829,2.64
20120828,2.71
20120827,2.8
20120824,2.81
20120823,2.81
20120822,2.8
20120821,2.8
20120820,2.75
20120817,2.7
20120816,2.78
20120815,2.82
20120814,2.79
20120813,2.77
20120810,2.84
20120809,2.89
20120808,2.97
20120807,2.99
20120806,2.9
20120803,2.91
20120802,3.16
20120801,3.2
20120731,3.2
20120730,3.14
20120727,3.1
20120726,3.13
20120725,3.19
20120724,3.16
20120723,3.05
20120720,3.03
20120719,2.99
20120718,2.84
20120717,2.83
20120716,2.92
20120713,2.88
20120712,2.83
20120711,2.72
20120710,2.87
20120709,2.79
20120706,2.94
20120705,2.9
20120703,2.78
20120702,2.73
20120629,2.74
20120628,2.81
20120627,2.87
20120626,2.7
20120625,2.7
20120622,2.5
20120621,2.48
20120620,2.6
20120619,2.59
20120618,2.45
20120615,2.44
20120614,2.2
20120613,2.18
20120612,2.17
20120611,2.22
20120608,2.22
20120607,2.33
20120606,2.41
20120605,2.39
20120604,2.32
20120601,2.24
20120531,2.34
20120530,2.39
20120529,2.5
20120525,2.56
20120524,2.66
20120523,2.6
20120522,2.55
20120521,2.6
20120518,2.56
20120517,2.6
20120516,2.5
20120515,2.38
20120514,2.41
20120511,2.37
20120510,2.36
20120509,2.36
20120508,2.27
20120507,2.3
20120504,2.3
20120503,2.29
20120502,2.31
20120501,2.29
20120430,2.1
20120427,2.05
20120426,2.1
20120425,1.99
20120424,1.97
20120423,1.89
20120420,1.82
20120419,1.85
20120418,1.87
20120417,1.89
20120416,1.88
20120413,1.87
20120412,1.87
20120411,1.91
20120410,1.99
20120409,1.99
20120405,1.98
20120404,2.06
20120403,1.94
20120402,1.88
20120330,2
20120329,2.02
20120328,2.05
20120327,2.09
20120326,2.16
20120323,2.07
20120322,2.19
20120321,2.21
20120320,2.19
20120319,2.14
20120316,2.01
20120315,2.07
20120314,2.13
20120313,2.15
20120312,2.17
20120309,2.21
20120308,2.24
20120307,2.24
20120306,2.3
20120305,2.31
20120302,2.38
20120301,2.45
20120229,2.44
20120228,2.44
20120227,2.55
20120224,2.6
20120223,2.68
20120222,2.6
20120221,2.63
20120217,2.67
20120216,2.47
20120215,2.54
20120214,2.48
20120213,2.42
20120210,2.51
20120209,2.5
20120208,2.48
20120207,2.6
20120206,2.46
20120203,2.4
20120202,2.3
20120201,2.32
20120131,2.51
20120130,2.71
20120127,2.59
20120126,2.68
20120125,2.61
20120124,2.6
20120123,2.39
20120120,2.23
20120119,2.36
20120118,2.49
20120117,2.51
20120113,2.67
20120112,2.7
20120111,2.81
20120110,2.97
20120109,2.89
20120106,2.85
20120105,2.91
20120104,2.96
20120103,2.97
20111230,2.98
20111229,3.03
20111228,3.07
20111227,3.09
20111223,2.97
20111222,3.08
20111221,3.05
20111220,3.06
20111219,3.03
20111216,3.01
20111215,3.05
20111214,3.08
20111213,3.12
20111212,3.13
20111209,3.29
20111208,3.42
20111207,3.45
20111206,3.43
20111205,3.38
20111202,3.35
20111201,3.49
20111130,3.53
20111129,3.39
20111128,3.09
20111125,2.84
20111123,2.84
20111122,3.06
20111121,2.94
20111118,3.01
20111117,3.11
20111116,3.11
20111115,3.12
20111114,3.17
20111111,3.29
20111110,3.48
20111109,3.55
20111108,3.42
20111107,3.35
20111104,3.44
20111103,3.39
20111102,3.39
20111101,3.49
20111031,3.66
20111028,3.63
20111027,3.59
20111026,3.65
20111025,3.62
20111024,3.61
20111021,3.54
20111020,3.61
20111019,3.59
20111018,3.63
20111017,3.72
20111014,3.49
20111013,3.42
20111012,3.54
20111011,3.52
20111010,3.41
20111007,3.4
20111006,3.49
20111005,3.63
20111004,3.56
20111003,3.57
20110930,3.68
20110929,3.77
20110928,3.88
20110927,3.92
20110926,3.8
20110923,3.74
20110922,3.72
20110921,3.78
20110920,3.84
20110919,3.78
20110916,3.84
20110915,4.04
20110914,4.01
20110913,3.96
20110912,3.92
20110909,3.96
20110908,3.99
20110907,3.96
20110906,3.93
20110902,4.12
20110901,4.18
20110831,3.97
20110830,3.85
20110829,3.93
20110826,3.96
20110825,4.01
20110824,4.1
20110823,4.01
20110822,3.97
20110819,3.99
20110818,3.98
20110817,3.98
20110816,4.03
20110815,4.05
20110812,4.17
20110811,4.06
20110810,4.09
20110809,4.06
20110808,4
20110805,4
20110804,4.2
20110803,4.26
20110802,4.3
20110801,4.29
20110729,4.26
20110728,4.41
20110727,4.46
20110726,4.43
20110725,4.45
20110722,4.46
20110721,4.58
20110720,4.64
20110719,4.6
20110718,4.6
20110715,4.49
20110714,4.42
20110713,4.43
20110712,4.38
20110711,4.35
20110708,4.19
20110707,4.25
20110706,4.34
20110705,4.4
20110701,4.33
20110630,4.28
20110629,4.4
20110628,4.34
20110627,4.25
20110624,4.2
20110623,4.31
20110622,4.42
20110621,4.37
20110620,4.33
20110617,4.39
20110616,4.54
20110615,4.53
20110614,4.59
20110613,4.75
20110610,4.72
20110609,4.92
20110608,4.83
20110607,4.83
20110606,4.83
20110603,4.72
20110602,4.64
20110601,4.62
20110531,4.63
20110527,4.36
20110526,4.37
20110525,4.36
20110524,4.37
20110523,4.27
20110520,4.05
20110519,4.1
20110518,4.15
20110517,4.25
20110516,4.21
20110513,4.09
20110512,4.1
20110511,4.23
20110510,4.19
20110509,4.28
20110506,4.24
20110505,4.49
20110504,4.59
20110503,4.6
20110502,4.6
20110429,4.51
20110428,4.38
20110427,4.35
20110426,4.32
20110425,4.37
20110421,4.33
20110420,4.33
20110419,4.19
20110418,4.23
20110415,4.21
20110414,4.12
20110413,4.14
20110412,4.08
20110411,4.05
20110408,4.05
20110407,4.12
20110406,4.17
20110405,4.22
20110404,4.21
20110401,4.32
20110331,4.32
20110330,4.25
20110329,4.27
20110328,4.35
20110325,4.13
20110324,4.27
20110323,4.18
20110322,4.05
20110321,3.99
20110318,3.98
20110317,3.85
20110316,3.86
20110315,3.81
20110314,3.9
20110311,3.78
20110310,3.87
20110309,3.81
20110308,3.83
20110307,3.73
20110304,3.7
20110303,3.75
20110302,3.79
20110301,3.93
20110228,3.93
20110225,3.81
20110224,3.83
20110223,3.83
20110222,3.89
20110218,3.84
20110217,3.9
20110216,3.93
20110215,3.92
20110214,3.89
20110211,3.96
20110210,4.11
20110209,4.22
20110208,4.24
20110207,4.32
20110204,4.48
20110203,4.69
20110202,4.55
20110201,4.42
20110131,4.42
20110128,4.27
20110127,4.41
20110126,4.4
20110125,4.46
20110124,4.72
20110121,4.72
20110120,4.57
20110119,4.48
20110118,4.52
20110114,4.38
20110113,4.48
20110112,4.55
20110111,4.42
20110110,4.49
20110107,4.42
20110106,4.49
20110105,4.52
20110104,4.61
20110103,4.54
20101231,4.22
20101230,4.22
20101229,4.19
20101228,4.1
20101227,4.05
20101223,4.08
20101222,4.01
20101221,4.17
20101220,4.1
20101217,3.99
20101216,4.19
20101215,4.22
20101214,4.35
20101213,4.55
20101210,4.37
20101209,4.52
20101208,4.47
20101207,4.48
20101206,4.47
20101203,4.23
20101202,4.28
20101201,4.21
20101130,4.16
20101129,4.12
20101126,3.82
20101124,3.82
20101123,3.93
20101122,4.02
20101119,3.79
20101118,3.89
20101117,3.77
20101116,3.66
20101115,3.56
20101112,3.5
20101111,3.73
20101110,4
20101109,3.76
20101108,3.49
20101105,3.47
20101104,3.53
20101103,3.35
20101102,3.2
20101101,3.42
20101029,3.36
20101028,3.36
20101027,3.37
20101026,3.28
20101025,3.18
20101022,3.19
20101021,3.46
20101020,3.46
20101019,3.36
20101018,3.36
20101015,3.47
20101014,3.58
20101013,3.58
20101012,3.4
20101011,3.43
20101008,3.36
20101007,3.62
20101006,3.56
20101005,3.51
20101004,3.56
20101001,3.67
20100930,3.85
20100929,3.81
20100928,3.8
20100927,3.8
20100924,3.97
20100923,4.08
20100922,4.02
20100921,3.95
20100920,4.01
20100917,4.11
20100916,4.09
20100915,4.06
20100914,3.98
20100913,3.83
20100910,3.79
20100909,3.79
20100908,3.81
20100907,3.82
20100903,3.74
20100902,3.74
20100901,3.73
20100831,3.8
20100830,3.77
20100827,3.75
20100826,3.85
20100825,3.99
20100824,4.07
20100823,4.12
20100820,4.19
20100819,4.29
20100818,4.35
20100817,4.28
20100816,4.37
20100813,4.35
20100812,4.42
20100811,4.38
20100810,4.43
20100809,4.52
20100806,4.67
20100805,4.84
20100804,4.77
20100803,4.78
20100802,4.94
20100730,4.81
20100729,4.8
20100728,4.75
20100727,4.72
20100726,4.65
20100723,4.69
20100722,4.67
20100721,4.7
20100720,4.59
20100719,4.56
20100716,4.68
20100715,4.43
20100714,4.39
20100713,4.46
20100712,4.42
20100709,4.36
20100708,4.61
20100707,4.76
20100706,4.85
20100702,4.72
20100701,4.54
20100630,4.53
20100629,4.68
20100628,4.85
20100625,4.84
20100624,4.88
20100623,4.9
20100622,4.87
20100621,5.15
20100618,5.17
20100617,5.14
20100616,5.13
20100615,5.11
20100614,4.94
20100611,4.68
20100610,4.68
20100609,4.75
20100608,4.89
20100607,4.67
20100604,4.6
20100603,4.46
20100602,4.32
20100601,4.39
20100528,4.31
20100527,4.22
20100526,4.19
20100525,4.08
20100524,4.08
20100521,4.12
20100520,4.12
20100519,4.28
20100518,4.42
20100517,4.34
20100514,4.27
20100513,4.26
20100512,4.18
20100511,4.15
20100510,4.08
20100507,3.91
20100506,3.97
20100505,4
20100504,3.96
20100503,3.86
20100430,3.94
20100429,4.24
20100428,4.19
20100427,4.18
20100426,4.23
20100423,4.07
20100422,3.95
20100421,3.96
20100420,3.93
20100419,4.02
20100416,3.97
20100415,4.16
20100414,4.15
20100413,3.97
20100412,4.04
20100409,3.9
20100408,3.92
20100407,4.08
20100406,4.16
20100405,3.93
20100401,3.72
20100331,3.93
20100330,3.79
20100329,3.83
20100326,3.92
20100325,4.01
20100324,4.02
20100323,4.08
20100322,4.02
20100319,4.01
20100318,4.19
20100317,4.27
20100316,4.38
20100315,4.29
20100312,4.35
20100311,4.47
20100310,4.44
20100309,4.51
20100308,4.47
20100305,4.56
20100304,4.78
20100303,4.76
20100302,4.78
20100301,4.83
20100226,4.76
20100225,4.84
20100224,4.91
20100223,4.91
20100222,4.92
20100219,5.1
20100218,5.4
20100217,5.47
20100216,5.65
20100212,5.48
20100211,5.53
20100210,5.48
20100209,5.54
20100208,5.73
20100205,5.61
20100204,5.47
20100203,5.51
20100202,5.47
20100201,5.3
20100129,5.26
20100128,5.32
20100127,5.42
20100126,5.61
20100125,5.76
20100122,5.67
20100121,5.52
20100120,5.54
20100119,5.51
20100115,5.66
20100114,5.77
20100113,5.61
20100112,5.57
20100111,5.77
20100108,6.56
20100107,7.51
20100106,6.47
20100105,6.19
20100104,6.09
20091231,5.82
20091230,5.78
20091229,6.01
20091228,5.91
20091224,5.75
20091223,5.55
20091222,5.56
20091221,5.79
20091218,5.87
20091217,5.65
20091216,5.57
20091215,5.53
20091214,5.41
20091211,5.21
20091210,5.02
20091209,5.27
20091208,5.1
20091207,4.78
20091204,4.53
20091203,4.57
20091202,4.67
20091201,4.3
20091130,4.41
20091127,3.32
20091125,3.32
20091124,3.63
20091123,3.79
20091120,3.09
20091119,3.57
20091118,3.74
20091117,3.47
20091116,2.65
20091113,2.51
20091112,3.24
20091111,3.59
20091110,3.76
20091109,3.78
20091106,3.95
20091105,4.3
20091104,4.49
20091103,4.33
20091102,4.32
20091030,4.11
20091029,4.11
20091028,4.59
20091027,4.52
20091026,4.52
20091023,4.88
20091022,4.98
20091021,4.8
20091020,4.6
20091019,4.22
20091016,3.94
20091015,3.88
20091014,3.82
20091013,4.03
20091012,3.96
20091009,3.92
20091008,4.24
20091007,3.7
20091006,3.23
20091005,2.89
20091002,2.32
20091001,2.91
20090930,3.25
20090929,3.3
20090928,3.54
20090925,3.61
20090924,3.56
20090923,3.43
20090922,3.37
20090921,3.35
20090918,3.21
20090917,3.5
20090916,3.28
20090915,3.21
20090914,2.84
20090911,2.94
20090910,2.68
20090909,2.72
20090908,2.43
20090904,1.83
20090903,2.06
20090902,2.25
20090901,2.36
20090831,2.42
20090828,2.52
20090827,2.76
20090826,2.76
20090825,2.85
20090824,2.69
20090821,2.78
20090820,3.03
20090819,3.03
20090818,3.12
20090817,3.11
20090814,3.18
20090813,3.34
20090812,3.36
20090811,3.54
20090810,3.55
20090807,3.57
20090806,3.78
20090805,3.61
20090804,3.53
20090803,3.43
20090731,3.34
20090730,3.34
20090729,3.41
20090728,3.49
20090727,3.46
20090724,3.37
20090723,3.66
20090722,3.49
20090721,3.48
20090720,3.49
20090717,3.39
20090716,3.21
20090715,3.37
20090714,3.29
20090713,3.17
20090710,3.24
20090709,3.36
20090708,3.22
20090707,3.3
20090706,3.24
20090702,3.49
20090701,3.63
20090630,3.72
20090629,3.88
20090626,3.81
20090625,3.82
20090624,3.8
20090623,3.91
20090622,4.01
20090619,4.04
20090618,4.19
20090617,3.99
20090616,4.16
20090615,3.8
20090612,3.54
20090611,3.51
20090610,3.56
20090609,3.53
20090608,3.53
20090605,3.51
20090604,3.58
20090603,3.81
20090602,4.05
20090601,3.86
20090529,3.92
20090528,3.55
20090527,3.49
20090526,3.35
20090522,3.41
20090521,3.77
20090520,3.75
20090519,3.99
20090518,4.02
20090515,4.05
20090514,4.1
20090513,4.42
20090512,4.41
20090511,4.24
20090508,4.16
20090507,3.96
20090506,3.67
20090505,3.62
20090504,3.47
20090501,3.3
20090430,3.25
20090429,3.43
20090428,3.29
20090427,3.19
20090424,3.31
20090423,3.46
20090422,3.48
20090421,3.43
20090420,3.55
20090417,3.47
20090416,3.54
20090415,3.6
20090414,3.59
20090413,3.46
20090409,3.59
20090408,3.5
20090407,3.6
20090406,3.74
20090403,3.66
20090402,3.69
20090401,3.56
20090331,3.58
20090330,3.63
20090327,3.73
20090326,4.16
20090325,4.13
20090324,4.13
20090323,4.17
20090320,3.99
20090319,3.68
20090318,3.75
20090317,3.78
20090316,3.78
20090313,3.9
20090312,3.87
20090311,3.92
20090310,3.88
20090309,3.86
20090306,3.93
20090305,4.22
20090304,4.23
20090303,4.43
20090302,4.36
20090227,4.04
20090226,4.08
20090225,4.2
20090224,4.21
20090223,4.23
20090220,4.21
20090219,4.46
20090218,4.35
20090217,4.35
20090213,4.6
20090212,4.73
20090211,4.68
20090210,4.84
20090209,4.76
20090206,4.67
20090205,4.84
20090204,5.01
20090203,5.04
20090202,4.48
20090130,4.77
20090129,4.71
20090128,4.84
20090127,4.76
20090126,4.62
20090123,4.75
20090122,4.72
20090121,4.87
20090120,4.86
20090116,5.09
20090115,5.27
20090114,5.47
20090113,5.7
20090112,5.59
20090109,5.6
20090108,5.96
20090107,5.89
20090106,6.1
20090105,5.83
20090102,5.41
20081231,5.63
20081230,5.71
20081229,5.81
20081226,5.44
20081224,5.44
20081223,5.37
20081222,5.39
20081219,5.66
20081218,5.63
20081217,5.79
20081216,5.75
20081215,5.75
20081212,5.56
20081211,5.86
20081210,5.67
20081209,5.57
20081208,5.73
20081205,5.99
20081204,6.55
20081203,6.48
20081202,6.68
20081201,6.48
20081128,6.43
20081126,6.43
20081125,6.71
20081124,6.85
20081121,6.56
20081120,6.76
20081119,6.76
20081118,6.74
20081117,6.55
20081114,6.33
20081113,6.31
20081112,6.65
20081111,7.02
20081110,7.07
20081107,6.6
20081106,7.04
20081105,6.94
20081104,6.79
20081103,6.45
20081031,6.18
20081030,6.75
20081029,6.58
20081028,6.4
20081027,6.27
20081024,6.29
20081023,6.77
20081022,6.94
20081021,6.76
20081020,6.98
20081017,6.76
20081016,6.65
20081015,6.64
20081014,6.74
20081013,6.62
20081010,6.52
20081009,6.69
20081008,6.58
20081007,6.74
20081006,6.87
20081003,7.16
20081002,7.64
20081001,7.41
20080930,7.17
20080929,7.13
20080926,7.42
20080925,7.63
20080924,8.15
20080923,7.84
20080922,7.66
20080919,7.79
20080918,8.26
20080917,7.72
20080916,7.76
20080915,8.02
20080912,8.02
20080911,7.83
20080910,7.65
20080909,7.28
20080908,7.68
20080905,7.4
20080904,7.24
20080903,7.26
20080902,8.24
20080829,8.24
20080828,8.36
20080827,8.54
20080826,8.02
20080825,7.63
20080822,7.98
20080821,8.04
20080820,8.02
20080819,7.73
20080818,7.74
20080815,7.82
20080814,8.15
20080813,8.11
20080812,8.23
20080811,8.18
20080808,8.22
20080807,8.77
20080806,8.7
20080805,8.66
20080804,9.2
20080801,9.05
20080731,9.26
20080730,9.01
20080729,9.17
20080728,9.26
20080725,9.34
20080724,9.7
20080723,9.88
20080722,10.16
20080721,10.58
20080718,10.54
20080717,11.43
20080716,11.15
20080715,11.79
20080714,11.58
20080711,12.15
20080710,11.83
20080709,12.1
20080708,12.47
20080707,12.96
20080703,13
20080702,13.31
20080701,13.28
20080630,13.19
20080627,13.1
20080626,12.7
20080625,12.76
20080624,12.96
20080623,12.92
20080620,12.76
20080619,13.09
20080618,12.93
20080617,12.87
20080616,12.73
20080613,12.51
20080612,12.51
20080611,12.49
20080610,12.72
20080609,12.71
20080606,12.71
20080605,12.49
20080604,12.17
20080603,12.27
20080602,11.8
20080530,11.43
20080529,11.81
20080528,11.6
20080527,11.85
20080523,11.56
20080522,11.57
20080521,11.4
20080520,10.94
20080519,11.1
20080516,11.31
20080515,11.41
20080514,11.52
20080513,11.18
20080512,11.38
20080509,11.29
20080508,11.33
20080507,11.08
20080506,11.09
20080505,10.77
20080502,10.37
20080501,10.66
20080430,10.81
20080429,10.94
20080428,10.95
20080425,10.72
20080424,10.58
20080423,10.33
20080422,10.56
20080421,10.5
20080418,10.08
20080417,10.27
20080416,10.11
20080415,10.16
20080414,10.03
20080411,10.07
20080410,10.18
20080409,9.88
20080408,9.78
20080407,9.48
20080404,9.36
20080403,9.68
20080402,9.6
20080401,9.92
20080331,9.86
20080328,9.36
20080327,9.3
20080326,9.25
20080325,9.28
20080324,8.99
20080320,8.54
20080319,9.11
20080318,9.1
20080317,9.59
20080314,9.84
20080313,9.74
20080312,9.69
20080311,9.85
20080310,9.59
20080307,9.82
20080306,9.7
20080305,9.37
20080304,9.21
20080303,9.07
20080229,9.1
20080228,9.11
20080227,9.21
20080226,9.21
20080225,9.15
20080222,8.65
20080221,8.9
20080220,9.08
20080219,8.91
20080215,8.73
20080214,8.5
20080213,8.35
20080212,8.37
20080211,8.38
20080208,8.06
20080207,7.99
20080206,7.94
20080205,7.8
20080204,7.56
20080201,7.88
20080131,8.1
20080130,8.17
20080129,8.1
20080128,7.87
20080125,7.8
20080124,7.85
20080123,7.84
20080122,7.97
20080118,8.42
20080117,8.1
20080116,8.23
20080115,8.43
20080114,8.45
20080111,8.13
20080110,7.96
20080109,7.89
20080108,7.59
20080107,7.61
20080104,7.51
20080103,7.84
20080102,7.83
20071231,7.11
20071228,7.11
20071227,6.8
20071226,6.94
20071224,7.03
20071221,7.03
20071220,7.19
20071219,7.18
20071218,7.16
20071217,7.06
20071214,7.09
20071213,7.46
20071212,7.22
20071211,7.12
20071210,6.98
20071207,7.04
20071206,7.29
20071205,7.04
20071204,7.27
20071203,6.97
20071130,7.29
20071129,7.45
20071128,7.51
20071127,7.42
20071126,7.53
20071123,6.67
20071121,6.67
20071120,6.81
20071119,7.38
20071116,7.29
20071115,7.35
20071114,7.28
20071113,7.22
20071112,6.83
20071109,6.59
20071108,6.81
20071107,7.42
20071106,7.2
20071105,6.71
20071102,6.63
20071101,7.09
20071031,7.28
20071030,6.99
20071029,6.66
20071026,6.43
20071025,6.49
20071024,6.11
20071023,6.3
20071022,6.63
20071019,6.91
20071018,7.11
20071017,7.12
20071016,7.29
20071015,7.09
20071012,6.46
20071011,6.85
20071010,6.79
20071009,6.63
20071008,6.69
20071005,6.77
20071004,6.91
20071003,6.96
20071002,6.55
20071001,6.07
20070928,6.15
20070927,6.38
20070926,6.47
20070925,6.54
20070924,6.12
20070921,5.96
20070920,6.02
20070919,6.25
20070918,6.42
20070917,6.38
20070914,6.23
20070913,6.27
20070912,6.13
20070911,5.98
20070910,5.56
20070907,5.53
20070906,6.02
20070905,5.8
20070904,5.3
20070831,5.49
20070830,5.54
20070829,5.64
20070828,5.56
20070827,5.34
20070824,5.69
20070823,5.73
20070822,5.84
20070821,5.92
20070820,6.47
20070817,7.14
20070816,6.96
20070815,7.3
20070814,6.86
20070813,7.15
20070810,6.57
20070809,6.45
20070808,6.24
20070807,6.38
20070806,6.1
20070803,6.11
20070802,6.34
20070801,6.19
20070731,6.53
20070730,6.31
20070727,5.77
20070726,5.83
20070725,5.56
20070724,5.66
20070723,6
20070720,6.46
20070719,6.5
20070718,6.23
20070717,6.34
20070716,6.32
20070713,6.27
20070712,6.26
20070711,6.66
20070710,6.44
20070709,6.39
20070706,6.15
20070705,6.3
20070703,6.37
20070702,6.24
20070629,6.4
20070628,6.79
20070627,6.74
20070626,6.85
20070625,6.77
20070622,7.04
20070621,7.24
20070620,7.39
20070619,7.46
20070618,7.69
20070615,7.58
20070614,7.48
20070613,7.6
20070612,7.45
20070611,7.42
20070608,7.52
20070607,7.89
20070606,7.83
20070605,7.83
20070604,7.73
20070601,7.57
20070531,7.8
20070530,7.71
20070529,7.51
20070525,7.47
20070524,7.56
20070523,7.51
20070522,7.6
20070521,7.66
20070518,7.87
20070517,7.69
20070516,7.62
20070515,7.68
20070514,7.85
20070511,7.53
20070510,7.63
20070509,7.46
20070508,7.5
20070507,7.69
20070504,7.82
20070503,7.58
20070502,7.64
20070501,7.64
20070430,7.71
20070427,7.44
20070426,7.56
20070425,7.6
20070424,7.57
20070423,7.24
20070420,7.32
20070419,7.54
20070418,7.54
20070417,7.5
20070416,7.66
20070413,7.93
20070412,7.95
20070411,7.97
20070410,7.65
20070409,7.65
20070405,7.53
20070404,7.46
20070403,7.57
20070402,7.62
20070330,7.5
20070329,7.34
20070328,7.47
20070327,7.15
20070326,7.15
20070323,7.16
20070322,7.07
20070321,6.82
20070320,6.81
20070319,6.7
20070316,6.84
20070315,7.02
20070314,6.86
20070313,6.78
20070312,6.81
20070309,7.05
20070308,7.14
20070307,7.5
20070306,7.55
20070305,7.36
20070302,7.22
20070301,7.07
20070228,7.23
20070227,7.44
20070226,7.73
20070223,7.53
20070222,7.47
20070221,7.51
20070220,7.34
20070216,8.45
20070215,8.91
20070214,8.9
20070213,8.09
20070212,7.78
20070209,8.16
20070208,8.06
20070207,7.9
20070206,8.29
20070205,9.14
20070202,8.17
20070201,7.93
20070131,7.76
20070130,7.32
20070129,7.35
20070126,6.95
20070125,7.18
20070124,7.58
20070123,7.53
20070122,7.2
20070119,6.4
20070118,6.29
20070117,6.57
20070116,6.82
20070112,5.97
20070111,6.09
20070110,6.42
20070109,6.15
20070108,6.02
20070105,5.52
20070104,5.6
20070103,5.47
20070102,5.4
20061229,5.5
20061228,5.63
20061227,5.54
20061226,5.72
20061222,5.88
20061221,6.09
20061220,6.43
20061219,6.27
20061218,6.62
20061215,6.82
20061214,7.26
20061213,7.21
20061212,6.93
20061211,6.81
20061208,7.45
20061207,7.61
20061206,7.32
20061205,7.32
20061204,7.84
20061201,8.42
20061130,8.32
20061129,7.74
20061128,7.61
20061127,7.58
20061122,7.42
20061121,7.57
20061120,7.79
20061117,7.23
20061116,7.59
20061115,7.45
20061114,7.42
20061113,7.26
20061110,7.16
20061109,7.35
20061108,7.39
20061107,6.59
20061106,6.72
20061103,7.43
20061102,7.32
20061101,7.15
20061031,6.64
20061030,6.99
20061027,7.41
20061026,7.91
20061025,7.2
20061024,7.13
20061023,7.29
20061020,6.88
20061019,6.77
20061018,6.07
20061017,6.26
20061016,5.13
20061013,4.3
20061012,5.17
20061011,5.66
20061010,5.16
20061009,5.06
20061006,4.41
20061005,4.69
20061004,4.38
20061003,4.01
20061002,4.11
20060929,3.66
20060928,4.15
20060927,4.35
20060926,4.36
20060925,4.31
20060922,4.47
20060921,4.65
20060920,4.87
20060919,4.99
20060918,5.02
20060915,4.4
20060914,5.09
20060913,5.4
20060912,5.57
20060911,5.29
20060908,5.31
20060907,5.64
20060906,5.7
20060905,5.45
20060901,5.24
20060831,5.8
20060830,6.4
20060829,6.24
20060828,6.51
20060825,7.48
20060824,7.22
20060823,7.19
20060822,6.86
20060821,6.72
20060818,6.66
20060817,6.73
20060816,7.01
20060815,6.9
20060814,6.89
20060811,7.56
20060810,7.95
20060809,7.6
20060808,7.06
20060807,6.97
20060804,7.44
20060803,7.61
20060802,8.65
20060801,8.66
20060731,8.04
20060728,7.24
20060727,7.03
20060726,6.71
20060725,6.78
20060724,6.33
20060721,5.9
20060720,6.14
20060719,5.89
20060718,6.02
20060717,6.27
20060714,6.28
20060713,5.92
20060712,5.66
20060711,5.51
20060710,5.32
20060707,5.18
20060706,5.28
20060705,5.7
20060630,5.84
20060629,6.09
20060628,6.04
20060627,5.97
20060626,5.89
20060623,6.14
20060622,6.51
20060621,6.5
20060620,6.62
20060619,6.71
20060616,7.03
20060615,6.43
20060614,6.08
20060613,5.95
20060612,6.02
20060609,6.1
20060608,5.84
20060607,5.82
20060606,6.16
20060605,6.4
20060602,6.23
20060601,6.25
20060531,5.97
20060530,6.2
20060526,5.78
20060525,5.85
20060524,6.01
20060523,6.27
20060522,5.91
20060519,5.77
20060518,5.79
20060517,6.15
20060516,5.99
20060515,5.92
20060512,6.35
20060511,6.8
20060510,6.5
20060509,6.55
20060508,6.54
20060505,6.8
20060504,6.47
20060503,6.56
20060502,6.68
20060501,6.53
20060428,6.64
20060427,6.94
20060426,7.17
20060425,7.37
20060424,7.73
20060421,7.65
20060420,7.95
20060419,7.72
20060418,7.6
20060417,7.22
20060413,6.64
20060412,6.78
20060411,6.99
20060410,6.83
20060407,6.81
20060406,7.06
20060405,6.89
20060404,7.04
20060403,7.08
20060331,6.98
20060330,7.19
20060329,7.16
20060328,7.15
20060327,7.05
20060324,7.43
20060323,7.16
20060322,7.06
20060321,6.83
20060320,7
20060317,7.17
20060316,7.12
20060315,7.1
20060314,7.15
20060313,6.77
20060310,6.4
20060309,6.31
20060308,6.47
20060307,6.53
20060306,6.5
20060303,6.59
20060302,6.69
20060301,6.62
20060228,6.69
20060227,6.97
20060224,7.39
20060223,7.23
20060222,7.55
20060221,7.4
20060217,7.39
20060216,7.16
20060215,7.31
20060214,7.03
20060213,7.36
20060210,7.57
20060209,7.55
20060208,7.88
20060207,7.74
20060206,8.24
20060203,8.01
20060202,8.01
20060201,8.71
20060131,8.73
20060130,8.36
20060127,8.19
20060126,7.86
20060125,8.5
20060124,8.27
20060123,8.29
20060120,8.8
20060119,8.21
20060118,8.86
20060117,8.82
20060113,8.5
20060112,8.7
20060111,8.55
20060110,8.6
20060109,8.79
20060106,9.3
